exam_score,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
47.6,24,male,bca,4.43,60.0,yes,5.0,poor,self-study,medium,easy
88.8,23,other,b.tech,7.62,96.8,yes,5.9,good,mixed,high,moderate
30.7,23,male,ba,1.27,41.1,yes,4.2,average,self-study,low,moderate
56.5,18,female,b.com,7.86,43.1,no,6.2,poor,self-study,medium,moderate
49.3,22,male,ba,0.78,50.8,yes,9.3,poor,self-study,high,moderate
71.1,23,male,b.tech,6.9,87.1,yes,5.2,average,online videos,high,hard
61.9,17,female,b.tech,3.92,78.0,yes,9.9,poor,group study,high,easy
96.1,19,female,bba,6.86,87.9,yes,9.0,good,mixed,low,moderate
61.6,20,male,b.sc,1.2,96.4,yes,7.4,poor,coaching,high,easy
56.4,21,male,b.tech,1.89,56.2,yes,8.3,good,self-study,medium,moderate
86.5,24,male,b.com,7.9,55.1,no,7.3,good,coaching,medium,hard
40.8,20,male,b.com,2.31,89.5,no,6.1,average,group study,medium,moderate
94.4,23,female,b.com,7.89,73.1,yes,9.9,good,mixed,low,moderate
45.9,18,male,ba,2.23,51.9,yes,4.8,good,coaching,medium,hard
40.9,19,male,bba,1.71,47.2,yes,9.1,poor,coaching,low,hard
35.0,24,other,ba,1.69,58.5,yes,9.8,average,group study,medium,moderate
85.9,23,female,b.tech,7.68,96.1,yes,6.6,average,self-study,low,hard
44.4,17,male,diploma,3.38,61.7,yes,8.3,poor,group study,high,moderate
91.3,17,male,ba,7.21,57.3,yes,4.7,average,mixed,medium,moderate
82.3,17,female,diploma,7.81,84.5,no,5.3,poor,group study,medium,moderate
61.3,17,female,ba,1.26,71.7,yes,7.3,good,group study,high,easy
55.3,21,male,b.sc,3.84,46.1,yes,5.7,good,mixed,high,moderate
49.9,17,male,b.sc,0.2,46.3,yes,9.1,good,coaching,high,hard
47.8,24,male,bba,3.83,58.9,yes,8.2,poor,coaching,high,hard
59.5,22,male,b.com,6.29,45.7,yes,8.0,poor,mixed,low,moderate
79.3,22,female,b.sc,2.98,85.4,no,8.2,good,coaching,low,moderate
56.3,24,male,diploma,4.46,90.9,yes,7.6,poor,online videos,medium,moderate
66.7,22,other,b.com,1.73,80.7,no,7.0,good,self-study,high,moderate
71.6,19,female,b.sc,7.48,82.2,yes,4.7,poor,coaching,low,moderate
72.9,19,male,b.sc,7.38,45.8,yes,6.6,poor,self-study,high,easy
26.6,20,female,ba,1.38,88.7,yes,7.1,poor,self-study,high,moderate
57.5,24,male,ba,3.61,58.3,yes,8.4,good,group study,medium,hard
51.8,21,female,b.sc,4.64,41.3,yes,7.9,average,self-study,low,moderate
59.2,20,male,ba,2.35,61.9,yes,7.5,average,mixed,high,hard
48.3,23,male,b.sc,2.49,84.0,yes,9.1,poor,group study,low,moderate
36.2,18,female,ba,3.45,75.5,yes,4.8,poor,self-study,medium,easy
46.6,21,other,diploma,2.7,60.9,yes,8.9,average,coaching,low,moderate
30.4,24,other,b.com,0.65,51.1,yes,5.8,average,online videos,medium,hard
100.0,20,male,diploma,6.43,84.0,yes,6.3,good,self-study,high,moderate
49.3,19,male,bba,2.38,96.8,yes,5.9,poor,self-study,medium,moderate
43.4,21,female,b.com,5.33,42.4,yes,9.2,poor,self-study,low,hard
45.7,19,female,bca,2.03,77.9,yes,8.5,poor,online videos,medium,moderate
52.9,22,male,ba,3.78,78.9,yes,6.3,poor,group study,low,moderate
87.3,21,other,ba,4.7,90.4,yes,9.9,good,group study,medium,easy
44.8,18,female,ba,2.02,42.1,yes,9.2,poor,mixed,medium,easy
31.1,21,female,bca,1.67,56.1,yes,7.5,poor,group study,low,hard
68.7,18,female,b.tech,4.24,93.7,yes,5.1,good,group study,low,moderate
54.8,23,other,b.com,2.56,61.5,yes,7.5,average,online videos,medium,hard
100.0,24,other,bba,7.62,66.5,yes,9.8,average,group study,low,moderate
83.5,22,male,b.tech,6.79,49.5,yes,9.5,good,online videos,medium,moderate
63.1,18,male,diploma,1.47,82.2,yes,6.1,average,coaching,high,moderate
69.3,19,male,bba,5.52,93.7,yes,4.2,poor,self-study,high,moderate
33.2,23,other,b.sc,2.25,75.4,yes,5.4,average,online videos,high,easy
75.9,18,female,bca,3.61,58.9,no,9.2,poor,mixed,high,moderate
48.3,23,other,diploma,2.02,94.8,yes,8.3,good,online videos,high,moderate
87.2,20,other,b.tech,7.91,49.7,yes,8.8,average,self-study,high,easy
64.7,17,other,bba,6.32,59.6,yes,7.5,poor,online videos,high,easy
81.3,19,other,b.tech,6.08,80.8,yes,8.4,good,group study,low,easy
75.0,23,female,diploma,2.61,77.7,yes,4.1,average,coaching,high,easy
62.4,20,other,diploma,6.68,74.9,yes,5.6,poor,self-study,high,moderate
46.4,17,male,bba,1.71,45.0,yes,4.6,good,online videos,medium,easy
87.3,23,female,b.tech,6.06,81.3,yes,4.5,good,group study,low,moderate
70.0,19,other,bba,7.72,76.7,yes,4.5,poor,group study,medium,moderate
50.8,23,male,b.tech,2.7,51.5,yes,4.2,average,coaching,medium,moderate
84.9,22,female,bca,6.4,74.6,yes,8.2,good,coaching,low,easy
71.0,18,male,b.com,2.95,89.2,yes,8.9,average,coaching,low,hard
83.6,17,female,bba,7.35,63.1,yes,4.7,poor,mixed,medium,hard
69.5,18,other,ba,2.77,59.0,yes,9.9,average,mixed,high,hard
52.9,17,male,bba,2.55,91.4,yes,9.2,average,group study,low,moderate
58.3,19,female,b.com,3.59,43.0,yes,8.1,good,group study,low,easy
40.6,19,other,diploma,3.49,58.3,yes,6.8,poor,online videos,low,easy
65.6,23,female,b.tech,5.5,75.0,yes,6.3,good,mixed,low,hard
76.3,23,male,bca,6.85,58.9,yes,5.9,average,mixed,medium,moderate
26.5,21,female,diploma,0.08,94.8,yes,5.4,poor,coaching,high,moderate
45.7,24,female,diploma,3.43,63.4,yes,6.2,poor,self-study,medium,moderate
42.2,17,female,bba,3.78,78.7,yes,7.5,poor,self-study,medium,easy
53.8,23,female,bca,2.97,73.2,yes,8.5,poor,mixed,medium,hard
78.6,23,male,bba,3.7,79.6,no,9.2,poor,group study,low,moderate
57.9,19,male,b.tech,2.25,87.9,yes,6.6,poor,mixed,medium,moderate
32.6,24,other,ba,0.85,51.7,yes,8.0,poor,self-study,medium,hard
100.0,24,male,b.com,7.91,87.3,yes,6.7,good,coaching,high,easy
72.6,20,male,diploma,5.51,52.4,yes,7.6,good,mixed,medium,easy
49.1,22,male,b.tech,0.29,82.8,yes,7.9,good,self-study,low,hard
58.8,21,female,bba,2.4,72.2,yes,7.4,good,coaching,medium,easy
62.2,19,male,b.com,3.08,63.8,yes,6.6,good,coaching,medium,moderate
66.8,20,female,bba,6.26,56.6,yes,6.3,average,self-study,high,easy
56.0,21,female,b.sc,4.37,55.0,yes,5.3,poor,online videos,high,moderate
51.3,22,other,b.sc,0.86,96.4,no,8.4,average,online videos,high,moderate
70.9,17,male,diploma,6.32,51.6,yes,9.2,average,self-study,medium,moderate
40.8,20,female,b.com,0.61,70.9,no,7.6,poor,mixed,high,easy
84.8,23,male,diploma,5.62,69.5,yes,6.4,average,self-study,high,hard
83.6,21,male,b.com,5.05,72.5,yes,4.7,good,online videos,high,easy
53.6,24,other,b.sc,4.65,87.8,no,4.9,average,self-study,low,hard
76.0,23,other,b.com,4.43,46.7,yes,5.9,average,mixed,high,easy
66.7,19,female,bba,4.72,62.3,yes,9.7,poor,coaching,medium,easy
19.599,23,male,ba,0.09,66.6,yes,8.3,good,self-study,low,moderate
82.6,20,other,b.com,4.8,90.3,yes,8.8,poor,mixed,high,easy
65.6,17,other,bba,6.86,73.6,no,8.5,average,self-study,low,moderate
50.1,21,male,bca,6.46,49.8,yes,6.4,poor,group study,low,moderate
83.9,23,other,bba,5.82,70.5,yes,8.7,average,mixed,medium,easy
66.1,19,female,b.tech,5.23,54.5,yes,8.1,average,online videos,high,easy
85.1,17,other,diploma,7.57,45.5,yes,8.4,good,coaching,medium,moderate
66.1,21,other,ba,2.81,90.3,no,7.2,good,mixed,high,moderate
58.3,20,male,diploma,1.07,86.0,yes,5.3,poor,coaching,medium,easy
46.9,22,other,b.com,0.56,87.9,yes,8.1,poor,online videos,medium,hard
91.0,23,male,bca,6.55,94.8,yes,9.6,average,self-study,low,hard
41.1,17,female,ba,5.27,40.7,no,4.8,poor,group study,high,moderate
51.7,21,female,b.tech,1.22,69.9,yes,4.7,average,coaching,high,moderate
51.3,24,other,bba,0.55,98.9,yes,9.8,poor,group study,medium,moderate
60.5,23,male,ba,4.62,60.0,yes,8.7,good,online videos,medium,hard
65.8,18,male,bba,4.0,58.3,no,5.0,average,coaching,high,hard
59.4,17,other,bba,1.4,86.3,yes,8.6,poor,mixed,high,moderate
89.7,19,male,diploma,5.47,85.2,no,8.2,poor,mixed,low,hard
81.5,23,female,bba,5.53,84.4,yes,9.2,poor,coaching,low,easy
60.1,23,other,ba,0.57,88.6,yes,9.9,good,coaching,low,moderate
54.1,24,male,bba,6.51,53.1,yes,5.7,poor,group study,high,hard
48.5,19,female,ba,1.9,51.5,yes,7.0,average,mixed,high,easy
61.4,20,other,b.tech,3.52,68.6,yes,8.5,good,group study,low,easy
63.9,20,male,bba,2.29,89.7,yes,7.7,good,coaching,medium,moderate
71.5,17,male,bba,7.3,52.3,yes,4.1,average,online videos,low,easy
58.3,19,male,bca,3.86,44.9,yes,7.1,good,online videos,medium,moderate
75.1,23,female,b.tech,6.96,68.6,yes,7.9,good,online videos,low,moderate
89.1,18,female,bba,6.49,67.6,no,5.2,average,group study,high,hard
87.0,24,female,bba,7.3,86.7,yes,8.7,poor,group study,high,easy
49.2,17,male,ba,0.5,47.7,yes,7.4,good,mixed,low,moderate
38.5,18,female,diploma,1.38,41.1,yes,8.8,poor,self-study,medium,moderate
100.0,22,female,ba,7.6,80.5,yes,6.4,good,coaching,low,hard
68.0,18,female,bca,1.79,93.5,yes,8.2,good,self-study,high,moderate
62.7,18,female,diploma,4.9,67.9,yes,6.2,poor,mixed,high,easy
42.0,23,female,b.tech,1.21,57.6,yes,7.2,average,self-study,low,moderate
74.4,20,female,ba,3.58,40.6,yes,9.1,good,coaching,medium,moderate
62.5,20,female,bca,0.91,88.0,yes,9.0,good,self-study,medium,moderate
55.3,22,other,diploma,4.1,44.7,yes,8.2,poor,online videos,medium,moderate
83.9,24,other,b.tech,7.58,69.8,no,5.2,poor,self-study,high,easy
61.9,24,other,bca,1.99,61.1,no,8.4,good,online videos,medium,moderate
57.4,24,female,bca,5.06,53.5,yes,8.3,poor,self-study,medium,hard
48.6,23,male,bca,0.31,76.6,yes,7.3,poor,mixed,medium,moderate
61.9,21,other,b.com,6.48,46.5,no,4.8,average,online videos,high,easy
83.4,20,male,bba,4.01,92.3,no,6.0,good,coaching,medium,hard
55.8,23,male,bba,3.08,58.0,yes,8.7,average,mixed,high,moderate
57.0,20,male,b.sc,5.57,43.4,no,5.4,average,self-study,high,easy
64.2,22,other,diploma,3.13,71.5,yes,5.5,good,group study,high,hard
36.3,19,female,bba,2.74,78.0,yes,6.6,poor,group study,low,moderate
69.4,18,other,b.com,7.63,43.6,yes,9.7,average,group study,low,moderate
87.3,23,female,bca,4.38,73.5,yes,9.9,good,self-study,low,moderate
78.5,17,female,b.com,5.63,92.3,yes,4.2,average,group study,medium,easy
51.9,17,male,b.tech,0.9,44.4,yes,8.8,poor,coaching,high,moderate
86.8,18,other,b.com,3.24,91.2,no,8.2,good,mixed,high,moderate
97.5,21,male,b.tech,6.24,98.0,yes,9.4,good,mixed,medium,moderate
78.1,19,female,b.com,4.9,87.9,yes,8.7,good,mixed,high,moderate
84.2,19,male,bba,5.41,82.4,yes,4.1,good,coaching,high,moderate
48.0,22,male,ba,1.82,51.4,yes,7.6,poor,coaching,medium,hard
45.2,19,male,b.sc,2.75,78.2,yes,5.6,poor,self-study,high,moderate
71.7,20,other,b.com,4.66,58.5,yes,9.7,average,mixed,medium,moderate
60.5,22,other,b.com,4.61,83.1,yes,4.1,poor,mixed,medium,moderate
45.4,20,male,b.com,2.49,64.3,yes,6.3,poor,online videos,medium,moderate
74.8,24,male,ba,4.82,64.0,yes,5.8,good,mixed,low,easy
67.0,24,other,bba,4.64,73.8,yes,7.1,average,online videos,medium,easy
93.1,20,female,bca,5.77,95.1,no,7.8,average,coaching,medium,hard
69.6,19,female,bba,5.24,47.4,yes,6.0,average,group study,high,easy
81.7,20,male,ba,6.98,79.0,yes,4.4,poor,group study,high,moderate
47.4,22,male,diploma,1.9,91.9,yes,5.9,poor,self-study,low,easy
55.9,18,other,diploma,1.42,84.2,yes,4.3,good,self-study,medium,moderate
72.6,21,female,diploma,4.97,67.1,no,8.4,average,self-study,high,easy
37.2,18,other,bca,1.94,46.7,yes,8.7,average,self-study,low,hard
73.2,19,female,ba,7.71,47.1,yes,5.4,poor,mixed,medium,hard
77.9,23,female,bba,4.82,92.5,yes,7.6,poor,self-study,medium,moderate
69.2,20,male,b.tech,4.43,90.5,yes,8.3,good,online videos,medium,easy
67.8,21,male,b.tech,7.74,57.8,yes,8.0,good,group study,high,easy
64.2,19,other,b.sc,3.72,75.2,no,4.8,poor,mixed,high,moderate
50.7,20,other,bca,0.66,87.4,no,9.6,good,mixed,medium,moderate
60.6,23,male,b.tech,1.35,97.1,yes,4.4,good,group study,high,moderate
55.4,20,male,diploma,3.51,81.3,no,7.8,poor,group study,medium,hard
67.4,19,other,bca,4.93,86.4,yes,5.9,poor,coaching,high,hard
60.8,20,other,bba,0.08,95.0,yes,7.2,average,coaching,low,easy
87.2,22,other,b.com,4.89,85.8,no,9.7,good,group study,medium,moderate
61.9,21,female,b.sc,5.69,61.3,yes,4.5,average,online videos,medium,moderate
84.4,17,other,b.com,6.58,86.9,yes,9.5,poor,online videos,high,easy
67.3,20,male,b.com,1.45,99.4,yes,9.7,good,mixed,medium,moderate
48.6,22,female,b.tech,2.2,52.4,yes,8.6,good,group study,medium,easy
59.9,17,female,ba,3.08,56.8,yes,9.0,poor,mixed,high,easy
53.6,18,female,b.tech,5.67,68.7,yes,5.5,average,self-study,high,easy
45.8,24,female,b.tech,2.81,48.2,yes,6.0,good,mixed,low,moderate
53.3,21,male,bba,3.12,89.8,yes,6.8,good,group study,medium,easy
46.3,23,other,bba,2.13,54.6,no,6.7,good,online videos,medium,easy
52.1,22,other,bca,3.54,61.4,yes,5.4,poor,online videos,medium,moderate
83.2,23,other,diploma,4.7,95.9,no,6.3,good,coaching,low,hard
74.3,18,other,b.sc,3.31,88.8,yes,5.2,average,coaching,medium,easy
80.8,21,female,b.tech,7.26,62.8,yes,5.8,good,coaching,low,moderate
46.3,21,male,bca,6.39,56.4,yes,8.6,poor,self-study,low,moderate
63.2,22,other,bba,6.74,41.8,yes,6.5,good,group study,low,easy
22.3,19,male,b.com,0.4,42.7,no,5.3,poor,self-study,high,moderate
53.9,23,other,b.sc,4.18,45.8,yes,8.4,poor,group study,high,easy
32.1,24,male,diploma,0.22,90.5,yes,5.0,good,mixed,medium,moderate
79.1,24,other,bba,6.14,86.7,no,8.7,good,group study,high,hard
61.2,18,male,b.sc,2.94,84.1,yes,9.9,good,coaching,low,moderate
62.8,18,male,bba,5.41,53.4,yes,5.5,poor,group study,medium,moderate
85.3,20,male,b.sc,3.47,62.9,yes,9.8,average,self-study,high,easy
100.0,24,female,b.tech,7.47,87.6,yes,9.9,average,group study,medium,easy
71.7,23,other,b.sc,6.01,78.2,yes,6.2,good,mixed,high,moderate
74.2,24,female,ba,7.39,84.9,yes,9.0,average,coaching,low,moderate
84.2,24,male,b.tech,6.88,71.1,yes,7.5,poor,coaching,high,easy
76.9,21,other,ba,7.28,86.4,yes,9.0,poor,self-study,high,moderate
63.1,22,male,b.sc,6.36,41.6,yes,7.2,poor,online videos,low,moderate
56.8,23,male,b.com,2.77,51.5,no,6.0,poor,online videos,high,moderate
43.6,17,female,bca,3.17,80.4,no,7.9,good,online videos,high,easy
84.1,24,female,b.sc,7.47,69.8,yes,4.6,average,coaching,high,easy
53.1,21,male,diploma,0.11,88.5,yes,8.4,good,coaching,low,moderate
51.5,17,other,b.tech,0.79,98.1,yes,6.6,average,coaching,low,moderate
27.2,24,male,b.sc,0.73,76.0,yes,9.6,good,group study,low,hard
54.7,19,male,bba,3.01,84.1,yes,7.8,average,coaching,low,easy
77.8,24,female,b.com,3.91,67.6,yes,6.1,good,coaching,medium,moderate
73.2,21,male,bca,1.68,98.3,yes,7.9,good,mixed,high,hard
36.9,23,other,bba,1.08,94.1,no,8.4,poor,group study,medium,easy
37.6,19,female,b.sc,2.64,45.9,yes,6.5,poor,self-study,high,hard
25.3,17,male,b.com,0.27,56.3,yes,7.6,good,group study,low,moderate
38.9,24,male,bba,0.3,92.0,yes,7.3,poor,coaching,medium,moderate
49.2,22,other,b.sc,1.14,92.7,yes,4.3,poor,group study,high,moderate
69.5,21,female,b.tech,5.6,79.8,yes,8.7,average,mixed,medium,moderate
88.0,22,other,ba,7.43,82.7,yes,4.3,average,coaching,high,moderate
59.1,17,male,b.com,1.22,92.5,no,9.8,poor,online videos,medium,moderate
79.7,23,male,b.com,6.25,98.2,no,6.2,average,self-study,high,moderate
36.9,21,female,ba,1.74,53.4,yes,9.2,average,group study,medium,moderate
79.5,22,female,bba,4.53,94.6,yes,7.9,average,mixed,high,moderate
73.2,20,other,diploma,6.75,43.0,yes,9.2,average,group study,high,moderate
43.1,22,male,bca,4.05,45.7,yes,6.4,poor,coaching,low,hard
57.3,24,female,bca,3.23,58.2,no,5.9,poor,mixed,medium,moderate
48.7,18,female,b.sc,0.24,73.7,yes,7.4,good,mixed,medium,easy
46.1,19,other,bba,1.23,95.6,yes,8.1,poor,coaching,high,hard
93.2,24,male,b.com,7.6,78.5,yes,8.3,good,online videos,high,moderate
23.9,18,other,bca,0.88,56.2,yes,8.6,poor,self-study,medium,moderate
72.2,20,male,b.tech,5.42,65.7,yes,7.3,good,mixed,low,moderate
60.6,17,male,b.sc,2.47,46.5,yes,4.8,good,coaching,high,easy
65.4,19,male,b.com,5.2,51.7,no,6.5,poor,mixed,low,easy
39.8,21,other,ba,0.33,65.0,yes,7.4,average,mixed,low,easy
82.6,21,other,b.com,7.91,75.8,yes,9.9,average,self-study,medium,easy
60.7,19,other,diploma,3.68,88.7,no,5.0,average,self-study,high,easy
52.1,20,other,b.tech,3.77,55.4,no,4.9,average,self-study,high,hard
64.0,23,other,bba,4.74,48.0,yes,7.3,average,coaching,medium,moderate
69.1,19,female,b.tech,5.3,86.9,yes,4.4,average,online videos,low,moderate
56.2,21,other,bba,2.97,61.5,yes,6.4,average,self-study,high,moderate
24.2,20,male,b.com,1.45,41.7,yes,6.1,poor,group study,medium,moderate
95.9,19,male,ba,4.99,82.1,yes,7.1,good,coaching,high,easy
37.5,24,male,b.tech,2.04,64.5,yes,4.2,average,self-study,low,moderate
86.5,19,other,b.sc,4.32,60.0,yes,8.9,average,coaching,high,easy
47.3,21,male,diploma,1.02,79.0,yes,5.4,good,coaching,medium,easy
59.8,20,other,b.sc,2.49,46.8,yes,9.6,poor,coaching,high,easy
92.2,22,male,b.tech,6.95,87.2,yes,4.4,average,coaching,medium,easy
95.6,19,male,b.sc,7.27,94.9,yes,8.7,average,self-study,high,hard
92.4,22,other,bca,5.9,90.1,no,4.2,good,coaching,medium,moderate
48.1,17,female,bba,1.48,51.0,yes,4.2,average,online videos,low,easy
52.1,22,other,bba,0.53,83.7,yes,4.2,average,online videos,high,easy
51.2,24,male,diploma,4.73,64.2,yes,8.4,average,self-study,low,moderate
46.4,18,male,diploma,0.08,92.4,yes,5.3,average,self-study,medium,moderate
62.5,18,female,b.tech,6.3,99.4,yes,4.1,poor,group study,low,easy
32.2,22,male,b.com,1.23,66.2,no,6.5,poor,online videos,high,moderate
98.5,19,other,diploma,6.87,87.5,yes,7.3,good,group study,low,moderate
71.5,21,other,bca,7.64,60.0,yes,5.8,average,online videos,low,easy
32.3,20,female,b.com,0.56,54.2,no,9.1,poor,coaching,low,easy
32.7,18,other,diploma,2.33,84.4,no,6.8,poor,group study,low,hard
66.7,24,male,bba,4.91,96.1,yes,8.9,poor,coaching,low,hard
40.5,20,female,b.com,3.44,50.9,yes,7.9,good,online videos,low,easy
71.3,17,other,ba,5.4,69.9,yes,5.9,poor,online videos,medium,moderate
85.1,21,male,bba,7.67,42.2,yes,6.6,good,mixed,high,moderate
41.1,20,female,b.tech,2.02,94.2,yes,5.9,poor,group study,low,moderate
44.6,23,other,b.sc,0.29,90.0,yes,4.5,good,coaching,high,moderate
55.7,17,other,b.com,7.5,63.7,no,7.6,poor,group study,low,moderate
62.7,20,male,diploma,4.26,85.7,yes,9.4,average,self-study,high,easy
47.5,24,male,b.sc,1.97,56.2,yes,4.2,poor,mixed,high,moderate
54.5,23,female,ba,2.5,56.2,yes,4.4,good,self-study,high,moderate
96.4,18,female,ba,7.07,71.1,no,9.4,average,coaching,low,moderate
53.2,24,other,ba,4.27,64.5,yes,7.3,good,mixed,high,moderate
31.0,18,female,bba,3.02,70.1,yes,4.9,average,online videos,low,moderate
70.3,21,male,ba,5.08,76.4,yes,7.2,good,group study,low,easy
47.3,17,female,b.tech,1.73,49.5,yes,9.1,average,mixed,low,moderate
88.2,19,female,diploma,4.53,92.0,yes,6.2,good,online videos,high,easy
61.6,22,male,bca,2.51,68.0,yes,9.4,average,mixed,low,moderate
53.4,20,female,bca,1.01,43.9,yes,8.6,average,coaching,medium,moderate
19.599,22,other,b.sc,0.97,47.7,yes,9.0,poor,self-study,low,moderate
89.5,17,other,b.sc,3.3,91.1,yes,5.6,average,coaching,high,moderate
61.1,20,other,b.com,5.37,52.7,yes,6.1,good,group study,low,hard
64.8,24,female,b.tech,6.87,57.0,yes,4.1,poor,mixed,high,easy
100.0,20,female,bba,7.91,73.3,no,6.7,good,group study,low,easy
79.7,21,female,b.sc,5.05,67.9,yes,7.3,poor,mixed,medium,hard
73.5,17,male,b.com,5.12,56.7,yes,9.2,good,coaching,low,hard
56.4,24,female,b.tech,0.83,71.5,yes,8.5,good,online videos,high,easy
83.8,18,male,bba,5.45,60.8,no,9.8,average,mixed,high,easy
70.2,19,female,bba,5.07,80.9,yes,7.4,average,group study,low,moderate
79.2,23,female,bba,4.65,80.6,yes,9.2,good,online videos,high,easy
71.6,24,female,b.com,6.83,95.4,yes,5.4,average,online videos,medium,moderate
59.3,17,male,ba,1.98,77.6,yes,8.8,poor,coaching,low,moderate
69.2,17,female,b.tech,0.17,98.5,yes,5.9,good,coaching,high,moderate
78.5,23,male,bca,4.69,87.8,yes,4.6,good,online videos,low,moderate
66.8,23,other,ba,5.35,53.8,yes,5.8,poor,group study,medium,moderate
76.4,24,female,ba,6.81,59.2,yes,8.0,good,online videos,medium,hard
36.5,17,male,b.sc,0.81,64.3,no,9.1,poor,group study,low,moderate
42.2,21,other,ba,0.83,79.9,yes,4.8,good,online videos,low,moderate
71.1,18,male,bba,6.32,96.3,yes,7.4,average,group study,low,easy
64.4,20,female,b.tech,5.49,44.0,no,5.5,good,self-study,high,moderate
53.6,18,female,bba,0.97,94.9,yes,9.8,good,self-study,medium,moderate
42.1,23,female,bca,0.93,96.4,yes,9.3,poor,mixed,low,hard
84.7,19,other,bba,7.0,40.6,yes,6.1,good,coaching,medium,easy
31.9,18,other,bca,3.0,48.0,yes,4.1,poor,online videos,high,moderate
59.6,17,female,ba,0.54,74.0,yes,9.9,good,online videos,high,easy
50.3,18,male,ba,3.23,44.4,yes,7.4,good,coaching,low,easy
25.5,24,male,bba,0.76,54.8,yes,4.5,poor,online videos,medium,moderate
50.3,19,male,bca,6.99,45.0,no,5.1,average,group study,medium,easy
29.0,24,male,b.sc,0.96,80.7,yes,8.6,poor,group study,high,hard
64.2,21,other,b.com,3.39,43.0,yes,9.9,poor,mixed,medium,hard
38.1,20,other,bca,0.57,74.1,yes,8.9,average,self-study,low,moderate
40.2,17,male,bba,0.82,98.7,yes,5.4,average,self-study,low,easy
82.2,22,other,b.tech,4.22,95.9,yes,4.7,good,self-study,high,moderate
56.8,21,female,b.sc,1.6,85.3,yes,8.5,poor,online videos,low,hard
100.0,23,female,diploma,6.02,77.7,yes,9.9,average,online videos,high,easy
63.2,20,male,ba,7.04,43.9,yes,5.6,poor,self-study,low,moderate
74.6,22,female,b.com,5.44,58.2,yes,8.7,average,self-study,high,moderate
33.4,20,other,diploma,0.23,41.1,no,9.1,good,online videos,low,moderate
46.4,20,male,ba,2.0,53.8,no,9.3,average,coaching,high,hard
38.2,24,female,b.sc,0.08,41.1,yes,6.1,poor,mixed,high,moderate
61.1,21,male,b.com,2.11,64.5,yes,5.8,poor,group study,high,hard
65.3,20,other,b.sc,5.0,91.3,no,8.8,poor,mixed,medium,hard
48.2,18,male,bba,0.55,57.8,yes,6.0,average,group study,high,hard
61.5,20,other,bca,2.63,78.5,yes,6.2,poor,coaching,low,moderate
54.6,18,male,b.tech,2.6,85.8,yes,6.7,poor,online videos,medium,moderate
